11	Proband 1	(15,4, -0,4, -12,8)	2,599
11	Proband 1	(15,4, -0,4, -12,8)	2,61
11	Proband 1	(15,4, -0,4, -12,8)	2,622
11	Proband 1	(15,3, -0,4, -12,8)	2,633
11	Proband 1	(15,3, -0,4, -12,8)	2,643
11	Proband 1	(15,3, -0,4, -12,8)	2,655
11	Proband 1	(15,3, -0,4, -12,8)	2,666
11	Proband 1	(15,3, -0,4, -12,9)	2,677
11	Proband 1	(15,3, -0,4, -12,9)	2,687
11	Proband 1	(15,3, -0,4, -12,9)	2,699
11	Proband 1	(15,3, -0,4, -12,9)	2,71
11	Proband 1	(15,3, -0,4, -12,9)	2,721
11	Proband 1	(15,3, -0,4, -12,9)	2,732
11	Proband 1	(15,3, -0,4, -12,9)	2,743
11	Proband 1	(15,2, -0,4, -12,9)	2,755
11	Proband 1	(15,2, -0,4, -12,9)	2,766
11	Proband 1	(15,2, -0,4, -13,0)	2,777
11	Proband 1	(15,2, -0,4, -13,0)	2,788
11	Proband 1	(15,2, -0,4, -13,0)	2,799
11	Proband 1	(15,2, -0,4, -13,0)	2,81
11	Proband 1	(15,2, -0,4, -13,0)	2,822
11	Proband 1	(15,2, -0,4, -13,0)	2,833
11	Proband 1	(15,1, -0,4, -13,1)	2,844
11	Proband 1	(15,1, -0,4, -13,1)	2,854
11	Proband 1	(15,0, -0,4, -13,2)	2,865
11	Proband 1	(14,9, -0,4, -13,3)	2,877
11	Proband 1	(14,9, -0,4, -13,4)	2,888
11	Proband 1	(14,8, -0,4, -13,4)	2,899
11	Proband 1	(14,8, -0,4, -13,5)	2,91
11	Proband 1	(14,7, -0,4, -13,6)	2,921
11	Proband 1	(14,6, -0,4, -13,6)	2,932
11	Proband 1	(14,6, -0,4, -13,6)	2,943
11	Proband 1	(14,6, -0,4, -13,7)	2,954
11	Proband 1	(14,5, -0,4, -13,7)	2,965
11	Proband 1	(14,5, -0,4, -13,8)	2,977
11	Proband 1	(14,4, -0,5, -13,8)	2,988
11	Proband 1	(14,4, -0,5, -13,9)	3
11	Proband 1	(14,4, -0,5, -13,9)	3,01
11	Proband 1	(14,3, -0,5, -14,0)	3,021
11	Proband 1	(14,3, -0,5, -14,0)	3,033
11	Proband 1	(14,2, -0,5, -14,0)	3,043
11	Proband 1	(14,2, -0,5, -14,1)	3,054
11	Proband 1	(14,2, -0,5, -14,1)	3,066
11	Proband 1	(14,2, -0,5, -14,1)	3,077
11	Proband 1	(14,1, -0,5, -14,1)	3,088
11	Proband 1	(14,1, -0,5, -14,2)	3,1
11	Proband 1	(14,1, -0,5, -14,2)	3,11
11	Proband 1	(14,0, -0,5, -14,2)	3,121
11	Proband 1	(14,0, -0,5, -14,2)	3,132
11	Proband 1	(14,0, -0,5, -14,3)	3,143
11	Proband 1	(14,0, -0,5, -14,3)	3,154
11	Proband 1	(13,9, -0,6, -14,3)	3,166
11	Proband 1	(13,9, -0,6, -14,3)	3,177
11	Proband 1	(13,9, -0,6, -14,4)	3,187
11	Proband 1	(13,9, -0,6, -14,4)	3,199
11	Proband 1	(13,9, -0,6, -14,4)	3,21
11	Proband 1	(13,8, -0,6, -14,4)	3,221
11	Proband 1	(13,8, -0,6, -14,4)	3,233
11	Proband 1	(13,8, -0,6, -14,5)	3,244
11	Proband 1	(13,8, -0,6, -14,5)	3,255
11	Proband 1	(13,8, -0,6, -14,5)	3,265
11	Proband 1	(13,7, -0,6, -14,5)	3,277
11	Proband 1	(13,7, -0,6, -14,5)	3,287
11	Proband 1	(13,7, -0,6, -14,5)	3,299
11	Proband 1	(13,7, -0,6, -14,6)	3,311
11	Proband 1	(13,6, -0,7, -14,6)	3,321
11	Proband 1	(13,5, -0,7, -14,7)	3,332
11	Proband 1	(13,4, -0,7, -14,8)	3,344
11	Proband 1	(13,0, -0,8, -15,1)	3,355
11	Proband 1	(12,8, -0,8, -15,3)	3,366
11	Proband 1	(12,4, -0,8, -15,5)	3,377
11	Proband 1	(11,8, -0,8, -15,8)	3,388
11	Proband 1	(11,5, -0,8, -16,0)	3,399
11	Proband 1	(11,2, -0,9, -16,3)	3,41
11	Proband 1	(10,7, -0,9, -16,6)	3,421
11	Proband 1	(10,3, -0,9, -16,7)	3,432
11	Proband 1	(10,0, -0,9, -16,9)	3,443
11	Proband 1	(9,6, -0,9, -17,2)	3,454
11	Proband 1	(9,3, -0,9, -17,4)	3,466
11	Proband 1	(9,0, -0,9, -17,5)	3,477
11	Proband 1	(8,7, -1,0, -17,6)	3,488
11	Proband 1	(8,3, -1,0, -17,9)	3,499
11	Proband 1	(8,0, -1,0, -18,0)	3,51
11	Proband 1	(7,7, -1,0, -18,2)	3,522
11	Proband 1	(7,4, -1,0, -18,3)	3,532
11	Proband 1	(7,2, -1,0, -18,4)	3,544
11	Proband 1	(6,9, -1,0, -18,5)	3,555
11	Proband 1	(6,7, -1,0, -18,6)	3,566
11	Proband 1	(6,4, -1,0, -18,7)	3,577
11	Proband 1	(6,2, -1,1, -18,8)	3,588
11	Proband 1	(6,0, -1,1, -18,9)	3,598
11	Proband 1	(5,7, -1,1, -19,0)	3,61
11	Proband 1	(5,6, -1,1, -19,0)	3,621
11	Proband 1	(5,4, -1,1, -19,1)	3,633
11	Proband 1	(5,2, -1,1, -19,1)	3,643
11	Proband 1	(5,1, -1,1, -19,2)	3,654
11	Proband 1	(4,9, -1,1, -19,2)	3,665
11	Proband 1	(4,7, -1,1, -19,3)	3,677
11	Proband 1	(4,6, -1,1, -19,3)	3,687
11	Proband 1	(4,4, -1,1, -19,4)	3,699
11	Proband 1	(4,2, -1,1, -19,4)	3,71
11	Proband 1	(3,9, -1,1, -19,5)	3,72
11	Proband 1	(3,7, -1,1, -19,5)	3,732
11	Proband 1	(3,5, -1,1, -19,6)	3,743
11	Proband 1	(3,4, -1,1, -19,6)	3,754
11	Proband 1	(3,2, -1,1, -19,6)	3,766
11	Proband 1	(3,1, -1,1, -19,7)	3,776
11	Proband 1	(3,0, -1,1, -19,7)	3,788
11	Proband 1	(2,9, -1,2, -19,7)	3,799
11	Proband 1	(2,8, -1,2, -19,7)	3,81
11	Proband 1	(2,8, -1,2, -19,7)	3,821
11	Proband 1	(2,7, -1,2, -19,7)	3,833
11	Proband 1	(2,7, -1,2, -19,7)	3,843
11	Proband 1	(2,7, -1,2, -19,7)	3,854
11	Proband 1	(2,6, -1,2, -19,7)	3,867
11	Proband 1	(2,6, -1,2, -19,8)	3,877
11	Proband 1	(2,6, -1,2, -19,8)	3,887
11	Proband 1	(2,6, -1,2, -19,8)	3,9
11	Proband 1	(2,6, -1,2, -19,8)	3,91
11	Proband 1	(2,6, -1,2, -19,8)	3,921
11	Proband 1	(2,6, -1,2, -19,8)	3,932
11	Proband 1	(2,5, -1,2, -19,8)	3,944
11	Proband 1	(2,6, -1,2, -19,8)	3,955
11	Proband 1	(2,6, -1,2, -19,8)	3,966
11	Proband 1	(2,6, -1,2, -19,8)	3,976
11	Proband 1	(2,5, -1,2, -19,8)	3,988
11	Proband 1	(2,3, -1,2, -19,8)	3,999
11	Proband 1	(2,1, -1,1, -19,8)	4,01
11	Proband 1	(1,9, -1,1, -19,8)	4,021
11	Proband 1	(1,5, -1,1, -19,8)	4,032
11	Proband 1	(1,3, -1,1, -19,8)	4,043
11	Proband 1	(1,1, -1,1, -19,8)	4,054
11	Proband 1	(0,8, -1,1, -19,9)	4,065
11	Proband 1	(0,6, -1,1, -19,9)	4,077
11	Proband 1	(0,4, -1,1, -19,9)	4,089
11	Proband 1	(0,2, -1,1, -19,9)	4,098
11	Proband 1	(0,1, -1,1, -19,9)	4,11
11	Proband 1	(-0,1, -1,1, -19,9)	4,121
11	Proband 1	(-0,2, -1,1, -19,9)	4,133
11	Proband 1	(-0,3, -1,1, -19,9)	4,143
11	Proband 1	(-1,2, -0,9, -19,9)	4,155
11	Proband 1	(-0,6, -1,1, -19,9)	4,165
11	Proband 1	(-0,7, -1,1, -19,9)	4,178
11	Proband 1	(-0,7, -1,0, -19,9)	4,187
11	Proband 1	(-0,8, -1,1, -19,9)	4,2
11	Proband 1	(-0,9, -1,1, -19,9)	4,21
11	Proband 1	(-0,9, -1,1, -19,9)	4,221
11	Proband 1	(-1,0, -1,1, -19,9)	4,232
11	Proband 1	(-1,0, -1,1, -19,9)	4,243
11	Proband 1	(-1,1, -1,1, -19,9)	4,255
11	Proband 1	(-1,1, -1,1, -19,9)	4,265
11	Proband 1	(-1,1, -1,1, -19,9)	4,276
11	Proband 1	(-1,1, -1,1, -19,9)	4,287
11	Proband 1	(-1,2, -1,1, -19,9)	4,299
11	Proband 1	(-1,2, -1,1, -19,9)	4,31
11	Proband 1	(-1,2, -1,2, -19,9)	4,321
11	Proband 1	(-1,2, -1,2, -19,9)	4,332
11	Proband 1	(-1,2, -1,2, -19,9)	4,343
11	Proband 1	(-1,2, -1,2, -19,9)	4,355
11	Proband 1	(-1,2, -1,2, -19,9)	4,365
11	Proband 1	(-1,2, -1,2, -19,9)	4,376
11	Proband 1	(-1,2, -1,2, -19,9)	4,387
11	Proband 1	(-1,2, -1,2, -19,9)	4,399
11	Proband 1	(-1,2, -1,2, -19,9)	4,41
11	Proband 1	(-1,2, -1,2, -19,9)	4,421
11	Proband 1	(-1,2, -1,2, -19,9)	4,432
11	Proband 1	(-1,2, -1,2, -19,9)	4,443
11	Proband 1	(-1,2, -1,2, -19,9)	4,454
11	Proband 1	(-1,2, -1,2, -19,9)	4,465
11	Proband 1	(-1,2, -1,2, -19,9)	4,476
11	Proband 1	(-1,1, -1,2, -19,9)	4,488
11	Proband 1	(-1,1, -1,2, -19,9)	4,499
11	Proband 1	(-1,1, -1,2, -19,9)	4,51
11	Proband 1	(-1,2, -1,2, -19,9)	4,52
11	Proband 1	(-1,1, -1,1, -19,9)	4,532
11	Proband 1	(-1,1, -1,1, -19,9)	4,542
11	Proband 1	(-1,1, -1,1, -19,9)	4,554
11	Proband 1	(-1,1, -1,1, -19,9)	4,565
11	Proband 1	(-1,1, -1,1, -19,9)	4,576
11	Proband 1	(-1,1, -1,1, -19,9)	4,587
11	Proband 1	(-1,1, -1,1, -19,9)	4,599
11	Proband 1	(-1,1, -1,1, -19,9)	4,609
11	Proband 1	(-1,1, -1,1, -19,9)	4,62
11	Proband 1	(-1,1, -1,1, -19,9)	4,632
11	Proband 1	(-1,1, -1,1, -19,9)	4,643
11	Proband 1	(-1,1, -1,1, -19,9)	4,654
11	Proband 1	(-1,0, -1,1, -19,9)	4,666
11	Proband 1	(-1,0, -1,1, -19,9)	4,676
