2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
2	Alex	(0,0, 0,3, 1,9)
